dt,gas_usd_per_tx,median_gas_usd,_col3
2024-04-22 00:00:00.000 UTC,0.0283615473389685,0.0043512427109357,Optimism
2024-04-22 01:00:00.000 UTC,0.0382289058618197,0.0062783578590869,Optimism
2024-04-22 02:00:00.000 UTC,0.0259866232486719,0.0043470102687684,Optimism
2024-04-22 03:00:00.000 UTC,0.1168657752796211,0.0069606974251589,Optimism
2024-04-22 04:00:00.000 UTC,0.0456953233574397,0.0055682046102078,Optimism
2024-04-22 05:00:00.000 UTC,0.0338625467120178,0.004015324180942,Optimism
2024-04-22 06:00:00.000 UTC,0.0477401016316965,0.0048816850271355,Optimism
2024-04-22 07:00:00.000 UTC,0.04682974378263,0.0043038700784584,Optimism
2024-04-22 08:00:00.000 UTC,0.0719655407676374,0.0076209438345028,Optimism
2024-04-22 09:00:00.000 UTC,0.0489348660406562,0.0083708267840989,Optimism
2024-04-22 10:00:00.000 UTC,0.0419380208697474,0.0062156486015749,Optimism
2024-04-22 11:00:00.000 UTC,0.0398264573424012,0.0043117651895415,Optimism
2024-04-22 12:00:00.000 UTC,0.0436551695609278,0.0051050539553302,Optimism
2024-04-22 13:00:00.000 UTC,0.0671364659755865,0.0117320625428073,Optimism
2024-04-22 14:00:00.000 UTC,0.0744515726678367,0.0211374155279529,Optimism
2024-04-22 15:00:00.000 UTC,0.0789503119769382,0.0221715332837763,Optimism
2024-04-22 16:00:00.000 UTC,0.0876033676416445,0.0228098583238753,Optimism
2024-04-22 17:00:00.000 UTC,0.0973950032839812,0.0210297543779654,Optimism
2024-04-22 18:00:00.000 UTC,0.1078425595997012,0.0215214425489829,Optimism
2024-04-22 19:00:00.000 UTC,0.0966501991706544,0.0219040337073342,Optimism
2024-04-22 20:00:00.000 UTC,0.1001747393166266,0.0227922804614281,Optimism
2024-04-22 21:00:00.000 UTC,0.1138616316907416,0.0226199420330856,Optimism
2024-04-22 22:00:00.000 UTC,0.1127184924466459,0.0273047352438404,Optimism
2024-04-22 23:00:00.000 UTC,0.1177823405161685,0.0276010356134214,Optimism
2024-04-23 00:00:00.000 UTC,0.1151455586024901,0.0297838427066663,Optimism
2024-04-23 01:00:00.000 UTC,0.1143309401223569,0.028795055564698,Optimism
2024-04-23 02:00:00.000 UTC,0.1195560915063628,0.0299140975320507,Optimism
2024-04-23 03:00:00.000 UTC,0.1018330843636892,0.0259167626132433,Optimism
2024-04-23 04:00:00.000 UTC,0.0933849145440984,0.0243749083040426,Optimism
2024-04-23 05:00:00.000 UTC,0.06938853619443,0.0174545581529812,Optimism
2024-04-23 06:00:00.000 UTC,0.0501303665587679,0.0071094575263145,Optimism
2024-04-23 07:00:00.000 UTC,0.0649052398080931,0.0116264137992425,Optimism
2024-04-23 08:00:00.000 UTC,0.0657838219359883,0.0150330469609419,Optimism
2024-04-23 09:00:00.000 UTC,0.0608616697220718,0.0161128825266145,Optimism
2024-04-23 10:00:00.000 UTC,0.0524533519584471,0.0092163962128469,Optimism
2024-04-23 11:00:00.000 UTC,0.0385281461254812,0.0070507007468121,Optimism
2024-04-23 12:00:00.000 UTC,0.0561479763233508,0.0080118223951564,Optimism
2024-04-23 13:00:00.000 UTC,0.0701585697635799,0.0191722390769481,Optimism
2024-04-23 14:00:00.000 UTC,0.0826980800546906,0.0261767626288846,Optimism
2024-04-23 15:00:00.000 UTC,0.0802468470413492,0.0199396678260357,Optimism
2024-04-23 16:00:00.000 UTC,0.0784412985843568,0.0187431126459235,Optimism
2024-04-23 17:00:00.000 UTC,0.0708211145830808,0.019024262765341,Optimism
2024-04-23 18:00:00.000 UTC,0.075844630469837,0.0213859966409029,Optimism
2024-04-23 19:00:00.000 UTC,0.0823742122946608,0.0192062361172241,Optimism
2024-04-23 20:00:00.000 UTC,0.0790702248537953,0.0225958156404185,Optimism
2024-04-23 21:00:00.000 UTC,0.089527343327048,0.0191430409570532,Optimism
2024-04-23 22:00:00.000 UTC,0.0969361976098979,0.0197634552271009,Optimism
2024-04-23 23:00:00.000 UTC,0.1221941295134177,0.0191260089557319,Optimism
2024-04-24 00:00:00.000 UTC,0.1010012398460704,0.0237604994749858,Optimism
2024-04-24 01:00:00.000 UTC,0.1009383441809002,0.0255974313034336,Optimism
2024-04-24 02:00:00.000 UTC,0.124019990681361,0.0281338373264863,Optimism
2024-04-24 03:00:00.000 UTC,0.0886567403255283,0.0252203603458176,Optimism
2024-04-24 04:00:00.000 UTC,0.0961655414294228,0.0263712862357057,Optimism
2024-04-24 05:00:00.000 UTC,0.1000968953393209,0.0224889815815724,Optimism
2024-04-24 06:00:00.000 UTC,0.1035257580430964,0.0237587298163615,Optimism
2024-04-24 07:00:00.000 UTC,0.1041044950897038,0.0224967862641367,Optimism
2024-04-24 08:00:00.000 UTC,0.0734231601954697,0.0252670937128632,Optimism
2024-04-24 09:00:00.000 UTC,0.0766351241619822,0.0233015712347653,Optimism
2024-04-24 10:00:00.000 UTC,0.0809000218429759,0.0250191310741432,Optimism
2024-04-24 11:00:00.000 UTC,0.0812839760500656,0.0230098570943629,Optimism
2024-04-24 12:00:00.000 UTC,0.0795881519069288,0.0251171753150662,Optimism
2024-04-24 13:00:00.000 UTC,0.1002465162309736,0.0249785295758773,Optimism
2024-04-24 14:00:00.000 UTC,0.085569603132831,0.0289209290285741,Optimism
2024-04-24 15:00:00.000 UTC,0.0815008798383657,0.026244571783595,Optimism
2024-04-24 16:00:00.000 UTC,0.0887226298140975,0.0245277933297205,Optimism
2024-04-24 17:00:00.000 UTC,0.0803234254921456,0.0198704734553943,Optimism
2024-04-24 18:00:00.000 UTC,0.1180091527926009,0.0257310336864026,Optimism
